#date;end_date;event_text;link;category
21 JAN 1793;;Louis XVI is executed.;https://en.wikipedia.org/wiki/Execution_of_Louis_XVI;French History
1799;;Napoleon Bonaparte seizes power in the Coup of 18 Brumaire.;https://en.wikipedia.org/wiki/Coup_of_18_Brumaire;French History
1804;;Napoleon crowns himself Emperor of the French.;https://en.wikipedia.org/wiki/Napoleon;French History
1815;;Napoleon is defeated at Waterloo and the Bourbon Restoration resumes.;https://en.wikipedia.org/wiki/Battle_of_Waterloo;French History
27 JUL 1830;;The July Revolution replaces Charles X with Louis-Philippe.;https://en.wikipedia.org/wiki/July_Revolution;French History
1848;;The February Revolution creates the Second Republic.;https://en.wikipedia.org/wiki/French_Revolution_of_1848;French History
1852;;Louis-Napoléon Bonaparte becomes Emperor Napoleon III.;https://en.wikipedia.org/wiki/Napoleon_III;French History
1870;;France is defeated in the Franco-Prussian War.;https://en.wikipedia.org/wiki/Franco-Prussian_War;French History
1871;;The Paris Commune is suppressed.;https://en.wikipedia.org/wiki/Paris_Commune;French History
1881;;Free, secular primary education is expanded under Jules Ferry laws.;https://en.wikipedia.org/wiki/Jules_Ferry_laws;French History
1889;;The Eiffel Tower opens for the Exposition Universelle.;https://en.wikipedia.org/wiki/Eiffel_Tower;French History
1894;;The Dreyfus Affair divides French society.;https://en.wikipedia.org/wiki/Dreyfus_affair;French History
1905;;The law on separation of churches and state is passed.;https://en.wikipedia.org/wiki/1905_French_law_on_the_Separation_of_the_Churches_and_the_State;French History
1914;;France fights in the First World War.;https://en.wikipedia.org/wiki/France_in_World_War_I;French History
1916;;The Battle of Verdun becomes one of the war’s longest battles.;https://en.wikipedia.org/wiki/Battle_of_Verdun;French History
1919;;The Treaty of Versailles is signed near Paris.;https://en.wikipedia.org/wiki/Treaty_of_Versailles;French History
1936;;The Popular Front government introduces major social reforms.;https://en.wikipedia.org/wiki/Popular_Front_(France);French History
1940;;Germany defeats France and the Vichy regime is established.;https://en.wikipedia.org/wiki/Vichy_France;French History
25 AUG 1944;;Paris is liberated from German occupation.;https://en.wikipedia.org/wiki/Liberation_of_Paris;French History
1946;;The Fourth Republic is established.;https://en.wikipedia.org/wiki/French_Fourth_Republic;French History
1954;;The Algerian War brings political crisis and decolonisation.;https://en.wikipedia.org/wiki/Algerian_War;French History
1958;;Charles de Gaulle returns to power and the Fifth Republic is founded.;https://en.wikipedia.org/wiki/French_Fifth_Republic;French History
1962;;The Évian Accords end the Algerian War.;https://en.wikipedia.org/wiki/Évian_Accords;French History
1968;;May 1968 protests and strikes disrupt France.;https://en.wikipedia.org/wiki/May_68;French History
1974;;Valéry Giscard d’Estaing becomes president.;https://en.wikipedia.org/wiki/Valéry_Giscard_dEstaing;French History
1981;;François Mitterrand becomes president.;https://en.wikipedia.org/wiki/François_Mitterrand;French History
1989;;France celebrates the bicentenary of the French Revolution.;https://en.wikipedia.org/wiki/Bicentennial_of_the_French_Revolution;French History
1992;;France narrowly approves the Maastricht Treaty by referendum.;https://en.wikipedia.org/wiki/French_Maastricht_Treaty_referendum,_1992;French History
1998;;France wins the FIFA World Cup on home soil.;https://en.wikipedia.org/wiki/1998_FIFA_World_Cup;French History
2002;;Euro banknotes and coins enter circulation in France.;https://en.wikipedia.org/wiki/France_and_the_euro;French History
2005;;Suburban riots spread after the deaths of two teenagers near Paris.;https://en.wikipedia.org/wiki/2005_French_riots;French History
2015;;Terrorist attacks strike Charlie Hebdo and later Paris.;https://en.wikipedia.org/wiki/November_2015_Paris_attacks;French History
2017;;Emmanuel Macron is elected president.;https://en.wikipedia.org/wiki/Emmanuel_Macron;French History
2018;;The Yellow Vests movement begins.;https://en.wikipedia.org/wiki/Yellow_vests_protests;French History
2020;;The COVID-19 pandemic brings lockdowns and major disruption to France.;https://en.wikipedia.org/wiki/COVID-19_pandemic_in_France;French History
