#date;end_date;event_text;link;category
1916;;Australia suffers heavy casualties in the Western Front Battle of the Somme.;https://en.wikipedia.org/wiki/Military_history_of_Australia_during_World_War_I;Australian History
28 OCT 1916;;The Labor government under Billy Hughes splits over conscription. First referendum on conscription is rejected.;https://en.wikipedia.org/wiki/Military_history_of_Australia_during_World_War_I;Australian History
20 DEC 1917;;Second referendum on conscription is rejected. Transcontinental railway linking Adelaide to Perth is completed.;https://en.wikipedia.org/wiki/Swan_River_Colony;Australian History
11 NOV 1918;;First World War ends - 60,000 Australians dead.;https://en.wikipedia.org/wiki/Military_history_of_Australia_during_World_War_I;Australian History
28 JUN 1919;;Prime Minister Billy Hughes signs Treaty of Versailles: the first signing of an international treaty by Australia. Australia obtains League of Nations mandate over German New Guinea.;https://en.wikipedia.org/wiki/Territory_of_Papua;Australian History
16 NOV 1920;;The airline Qantas is founded.;https://en.wikipedia.org/wiki/Qantas;Australian History
12 MAR 1921;;Edith Cowan becomes the first woman elected to an Australian parliament.;https://en.wikipedia.org/wiki/Edith_Cowan;Australian History
9 MAY 1927;;The tenth parliament is formally opened in Canberra, finalising the move to the new capital.;https://en.wikipedia.org/wiki/History_of_Canberra;Australian History
1929;;Labor returns to office under James Scullin. The Great Depression hits Australia.;https://en.wikipedia.org/wiki/Great_Depression_in_Australia;Australian History
19 MAR 1932;;The Sydney Harbour Bridge opens.;https://www.nma.gov.au/defining-moments/resources/sydney-harbour-bridge-opens;Australian History
13 JAN 1939;;Victoria is devastated by the Black Friday bushfires.;https://en.wikipedia.org/wiki/Black_Friday_bushfires;Australian History
3 SEP 1939;;Australia enters the Second World War following Germany’s invasion of Poland. The Second Australian Imperial Force is raised.;https://en.wikipedia.org/wiki/Military_history_of_Australia_during_World_War_II;Australian History
7 OCT 1941;;John Curtin becomes Prime Minister after Robert Menzies resigns, leading Australia through the most dangerous years of the Second World War.;https://en.wikipedia.org/wiki/John_Curtin;Australian History
15 FEB 1942;;Feb, Fall of Singapore. 15,000 Australians become Prisoners of War of the Japanese.;https://en.wikipedia.org/wiki/Military_history_of_Australia_during_World_War_II;Australian History
19 FEB 1942;;Japanese air raids on northern Australia begin with the bombing of Darwin.;https://www.nma.gov.au/defining-moments/resources/bombing-of-darwin;Australian History
4 MAY 1942;;Battle of the Coral Sea - United States and Royal Australian Navy halt advance of the Japanese towards Port Moresby (Australian Territory of Papua).;https://en.wikipedia.org/wiki/Royal_Australian_Navy;Australian History
21 JUL 1942;;Battle of Kokoda Trail - Australian soldiers halt Japanese march on Port Moresby.;https://en.wikipedia.org/wiki/Military_history_of_Australia_during_World_War_II;Australian History
9 OCT 1942;;The United Kingdom Statute of Westminster is formally adopted by Australia. The Statute formally grants Australia the right to pass laws that conflict with UK laws.;https://en.wikipedia.org/wiki/Statute_of_Westminster_Adoption_Act_1942;Australian History
1944;;The Pharmaceutical Benefits Scheme is introduced, providing subsidised medicine to all Australians.;https://en.wikipedia.org/wiki/Pharmaceutical_Benefits_Scheme;Australian History
15 AUG 1945;;Japan surrenders, ending the Second World War in the Pacific.;https://en.wikipedia.org/wiki/Military_history_of_Australia_during_World_War_II;Australian History
24 OCT 1945;;Australia becomes a founding member of the United Nations.;https://en.wikipedia.org/wiki/Australia_and_the_United_Nations;Australian History
1946;;Minister for Immigration Arthur Calwell introduces the major post-war immigration scheme.;https://en.wikipedia.org/wiki/Post-war_immigration_to_Australia;Australian History
26 JAN 1949;;The Nationality and Citizenship Act is passed. Rather than being identified as subjects of Britain, the Act established Australian citizenship for people who met eligibility requirements.;https://en.wikipedia.org/wiki/Australian_nationality_law;Australian History
17 OCT 1949;;Construction of the Snowy Mountains Hydro-Electric Scheme begins.;https://www.nma.gov.au/defining-moments/resources/snowy-mountains-scheme;Australian History
1 SEP 1951;;Australia signs the ANZUS treaty with the United States and New Zealand.;https://en.wikipedia.org/wiki/ANZUS;Australian History
3 OCT 1952;;First nuclear test conducted in Australian territory by the United Kingdom off the coast of Western Australia.;https://en.wikipedia.org/wiki/Western_Australia;Australian History
16 SEP 1956;;Television in Australia is launched.;https://en.wikipedia.org/wiki/Television_in_Australia;Australian History
22 NOV 1956;;Melbourne holds the Olympics.;https://en.wikipedia.org/wiki/1956_Summer_Olympics;Australian History
21 MAY 1962;;Robert Menzies' Commonwealth Electoral Act provided that all Indigenous Australians should have the right to enrol and vote at federal elections, removing remaining restrictions applying in QLD, WA and NT.;https://en.wikipedia.org/wiki/Voting_rights_of_Indigenous_Australians;Australian History
1964;;PM Robert Menzies announces the reintroduction of compulsory military service for men aged from 18-25 years old.;https://en.wikipedia.org/wiki/Conscription_in_Australia;Australian History
14 FEB 1966;;Australia changes from pounds, shillings and pence to dollars and cents on Decimal Currency Day.;https://www.nma.gov.au/defining-moments/resources/decimal-currency;Australian History
1966;;The ban on the employment of married women in the Commonwealth Public Service is lifted.;https://en.wikipedia.org/wiki/Marriage_bar;Australian History
27 MAY 1967;;The 1967 referendum changes the Constitution so Aboriginal and Torres Strait Islander people are counted in the population and the Commonwealth can make laws for them.;https://aiatsis.gov.au/explore/1967-referendum;Australian History
8 MAY 1970;;More than 200,000 people participate in the largest demonstrations in Australian history, against the Vietnam War.;https://en.wikipedia.org/wiki/Conscription_in_Australia;Australian History
11 JUN 1971;;Neville Bonner becomes the first Aborigine to become an Australian Member of Parliament.;https://en.wikipedia.org/wiki/Timeline_of_Australian_history;Australian History
26 JAN 1972;;Aboriginal Tent Embassy erected in response to the Coalition government's approval of exploration licences and mining tenements on reserves.;https://en.wikipedia.org/wiki/Bruni_d%27Entrecasteaux;Australian History
1972;;The Commonwealth Conciliation and Arbitration Commission rules that women doing the same job as men have the right to be paid the same wage.;https://en.wikipedia.org/wiki/Equal_pay_for_women_in_Australia;Australian History
2 DEC 1972;;The first Labor government since 1949 is elected under the leadership of Gough Whitlam.;https://en.wikipedia.org/wiki/Prime_Minister_of_Australia;Australian History
1973;;The White Australia policy, established from 1901 through restrictive immigration laws, is formally dismantled.;https://en.wikipedia.org/wiki/White_Australia_policy;Australian History
1973;;The federal voting age is dropped from 21 to 18.;https://en.wikipedia.org/wiki/Commonwealth_Electoral_Act_1973;Australian History
20 OCT 1973;;The Sydney Opera House is opened.;https://www.nma.gov.au/defining-moments/resources/sydney-opera-house-opens;Australian History
25 DEC 1974;;Darwin is devastated by Cyclone Tracy.;https://www.nma.gov.au/defining-moments/resources/cyclone-tracy;Australian History
11 NOV 1975;;A constitutional crisis occurs when Malcolm Fraser blocks supply, bringing the nation to a standstill until Governor-General John Kerr dismisses Prime Minister Gough Whitlam on the 11.11.75. Fraser wins elections and becomes Prime Minister.;https://en.wikipedia.org/wiki/Prime_Minister_of_Australia;Australian History
19 MAY 1977;;Advance Australia Fair becomes Australia's official national anthem.;https://en.wikipedia.org/wiki/Advance_Australia_Fair;Australian History
24 JUN 1978;;The First Gay and Lesbian Mardi Gras kicks off in Sydney.;https://en.wikipedia.org/wiki/Sydney_Gay_and_Lesbian_Mardi_Gras;Australian History
1979;;Australian women win the right to maternity leave.;https://en.wikipedia.org/wiki/Parental_leave_in_Australia;Australian History
1979;;Kakadu National Park and the Great Barrier Reef Marine Park are both proclaimed.;https://en.wikipedia.org/wiki/Kakadu_National_Park;Australian History
12 DEC 1981;;A referendum is held in Tasmania to vote for whether or not the Franklin Dam should be built.;https://www.nma.gov.au/defining-moments/resources/franklin-river-campaign;Australian History
16 FEB 1983;;The Ash Wednesday fires kill 71 people.;https://en.wikipedia.org/wiki/Ash_Wednesday_bushfires;Australian History
5 MAR 1983;;Bob Hawke defeats Fraser and leads Labor back to government.;https://en.wikipedia.org/wiki/Hawke_government;Australian History
12 DEC 1983;;The Australian Dollar is floated.;https://www.nma.gov.au/defining-moments/resources/decimal-currency;Australian History
1 FEB 1984;;Medicare is established.;https://en.wikipedia.org/wiki/Medicare_(Australia);Australian History
26 OCT 1985;;The government grants the freehold title of a large area of land in central Australia, including prominent landmarks Uluru and Kata Tjuta, to the Mutitjulu people, who in turn give them a 99-year lease.;https://en.wikipedia.org/wiki/Uluru;Australian History
3 MAR 1986;;The Australia Act removes the right of appeal from State courts to the British Privy Council, making the High Court the final court of appeal in Australia. The Act also removes all remaining rights of the UK parliament to pass law for Australia. Anita Cobby murder in Sydney. Russell Street Bombing in Melbourne. Crocodile Dundee is released in Australia.;https://en.wikipedia.org/wiki/High_Court_of_Australia;Australian History
9 MAY 1988;;Australia celebrates its bicentenary, with large celebrations and major funding for capital works projects. The new Parliament House opens. Federal referendums on 4-year parliamentary terms, recognition of local government and other issues are defeated. Brisbane hosts World Expo '88.;https://en.wikipedia.org/wiki/Parliament_House,_Canberra;Australian History
11 MAY 1989;;Rosemary Follett (Australian Labor Party) becomes the first Chief Minister of the Australian Capital Territory and the first woman to become head of government in an Australian state or territory.;https://en.wikipedia.org/wiki/History_of_Canberra;Australian History
20 DEC 1991;;Prime Minister Bob Hawke is replaced by Paul Keating.;https://en.wikipedia.org/wiki/Hawke_government;Australian History
3 JUN 1992;;The High Court delivers the Mabo Decision, which rules that indigenous native title does exist. This effectively extinguishes the concept of terra nullius.;https://www.nma.gov.au/defining-moments/resources/cook-claims-australia;Australian History
28 APR 1996;;All Australian states and territories agree to introduce uniform gun laws following the deaths of 35 people in the Port Arthur massacre.;https://en.wikipedia.org/wiki/Port_Arthur,_Tasmania;Australian History
23 DEC 1996;;The High Court hands down the Wik Decision, which holds that indigenous native title can survive the granting of pastoral leases.;https://en.wikipedia.org/wiki/High_Court_of_Australia;Australian History
20 SEP 1999;;Australian soldiers are deployed to East Timor as part of the INTERFET peacekeeping force.;https://en.wikipedia.org/wiki/International_Force_East_Timor;Australian History
6 NOV 1999;;A referendum on changing to a republic is unsuccessful.;https://en.wikipedia.org/wiki/1999_Australian_republic_referendum;Australian History
1 JUL 2000;;Howard Government introduces a Goods and Services Tax.;https://en.wikipedia.org/wiki/Goods_and_services_tax_(Australia);Australian History
15 SEP 2000;;27th Olympic Games held in Sydney.;https://www.nma.gov.au/defining-moments/resources/sydney-olympics;Australian History
2001;;Australian forces deployed to War to topple Taliban for supporting Al Qaeda.;https://en.wikipedia.org/wiki/War_in_Afghanistan_(2001%E2%80%932021);Australian History
11 SEP 2001;;Terrorist Attacks on the United States by Al Qaeda (John Howard invokes ANZUS Treaty).;https://en.wikipedia.org/wiki/ANZUS;Australian History
12 OCT 2002;;2002 Bali bombings, the deadliest act of terrorism in the history of Indonesia, killing 202 people, (including 88 Australians.;https://en.wikipedia.org/wiki/2002_Bali_bombings;Australian History
20 MAR 2003;;Australian military deployed to Iraq War to oust the Saddam Hussein regime for serial non-compliance with the 1991 Gulf War Peace Treaty.;https://en.wikipedia.org/wiki/Australian_contribution_to_the_1991_Gulf_War;Australian History
13 FEB 2008;;Prime Minister Kevin Rudd delivers the National Apology to the Stolen Generations on behalf of the Australian Parliament.;https://www.nma.gov.au/defining-moments/resources/national-apology;Australian History
15 SEP 2008;;"The Global Financial Crisis intensifies after the collapse of Lehman Brothers; Australia avoids a technical recession with support from mining demand and government stimulus.";https://en.wikipedia.org/wiki/Great_Recession_in_Australia;Australian History
7 FEB 2009;;Black Saturday: Massive bushfires swept across Victoria, resulting in 173 fatalities.;https://www.nma.gov.au/defining-moments/resources/black-saturday-bushfires;Australian History
24 JUN 2010;;Gillard becomes the first female Prime Minister.;https://en.wikipedia.org/wiki/Rudd_government_(2007%E2%80%932010);Australian History
2010;;Liberal Ken Wyatt becomes the first Aboriginal person elected to the Australian House of Representatives.;https://en.wikipedia.org/wiki/Ken_Wyatt;Australian History
JAN 2011;;Queensland affected by major flooding followed by Cyclone Yasi.;https://en.wikipedia.org/wiki/2010%E2%80%932011_Queensland_floods;Australian History
29 NOV 2012;;The National Disability Insurance Scheme legislation is introduced, beginning a major reform of disability support in Australia.;https://en.wikipedia.org/wiki/National_Disability_Insurance_Scheme;Australian History
17 JUL 2014;;Malaysia Airlines Flight MH17 is shot down over eastern Ukraine, killing 298 people, including 38 Australian citizens and residents.;https://en.wikipedia.org/wiki/Malaysia_Airlines_Flight_17;Australian History
26 MAY 2017;;The Uluru Statement from the Heart calls for a First Nations Voice to Parliament and a Makarrata Commission.;https://en.wikipedia.org/wiki/Uluru_Statement_from_the_Heart;Australian History
9 DEC 2017;;Same-sex marriage is legalised in Australia after a national postal survey and parliamentary vote.;https://en.wikipedia.org/wiki/Same-sex_marriage_in_Australia;Australian History
1 JUL 2018;;The National Redress Scheme begins, responding to institutional child sexual abuse.;https://en.wikipedia.org/wiki/National_Redress_Scheme;Australian History
JUN 2019;;The Black Summer bushfire season begins, eventually affecting large parts of Australia.;https://www.nma.gov.au/defining-moments/resources/black-summer-bushfires;Australian History
25 JAN 2020;;Australia confirms its first COVID-19 case, beginning the local impact of the global pandemic.;https://www.health.gov.au/topics/covid-19/about-covid-19;Australian History
20 MAR 2020;;Australia closes its international border to non-residents as part of its COVID-19 pandemic response.;https://www.health.gov.au/topics/covid-19/about-covid-19;Australian History
15 SEP 2021;;Australia, the United Kingdom and the United States announce the AUKUS security partnership.;https://en.wikipedia.org/wiki/AUKUS;Australian History
21 MAY 2022;;Anthony Albanese leads Labor to victory at the federal election and becomes Prime Minister.;https://en.wikipedia.org/wiki/2022_Australian_federal_election;Australian History
8 SEP 2022;;Queen Elizabeth II dies and Charles III becomes King of Australia.;https://en.wikipedia.org/wiki/Death_and_state_funeral_of_Elizabeth_II;Australian History
14 OCT 2023;;The referendum to establish an Aboriginal and Torres Strait Islander Voice to Parliament is defeated.;https://www.aec.gov.au/referendums/2023-referendum.htm;Australian History
26 AUG 2024;;The Fair Work “right to disconnect” begins for larger employers, giving many employees protection against unreasonable after-hours work contact.;https://en.wikipedia.org/wiki/Right_to_disconnect;Australian History
3 MAY 2025;;The Albanese Labor government is re-elected at the federal election.;https://results.aec.gov.au/31496/Website/HouseDefault-31496.htm;Australian History
