#date;end_date;event_text;link;category
15 FEB 1965;;The maple leaf flag becomes Canada’s national flag.;https://en.wikipedia.org/wiki/Flag_of_Canada;Canadian History
1967;;Canada celebrates its centennial and Expo 67 opens in Montreal.;https://en.wikipedia.org/wiki/Expo_67;Canadian History
1969;;The Official Languages Act makes English and French official languages federally.;https://en.wikipedia.org/wiki/Official_Languages_Act_(Canada);Canadian History
1970;;The October Crisis leads to the use of the War Measures Act.;https://en.wikipedia.org/wiki/October_Crisis;Canadian History
1976;;Montreal hosts the Olympic Games.;https://en.wikipedia.org/wiki/1976_Summer_Olympics;Canadian History
1980;;Quebec votes No in the first sovereignty referendum.;https://en.wikipedia.org/wiki/1980_Quebec_referendum;Canadian History
1982;;Canada patriates its constitution and adopts the Charter of Rights and Freedoms.;https://en.wikipedia.org/wiki/Constitution_Act,_1982;Canadian History
1988;;Canada and the United States sign a free trade agreement.;https://en.wikipedia.org/wiki/Canada–United_States_Free_Trade_Agreement;Canadian History
1990;;The Oka Crisis highlights Indigenous land rights and tensions.;https://en.wikipedia.org/wiki/Oka_Crisis;Canadian History
1992;;The Charlottetown Accord is rejected by referendum.;https://en.wikipedia.org/wiki/Charlottetown_Accord;Canadian History
1995;;Quebec narrowly votes No in the second sovereignty referendum.;https://en.wikipedia.org/wiki/1995_Quebec_referendum;Canadian History
1999;;Nunavut becomes a Canadian territory.;https://en.wikipedia.org/wiki/Nunavut;Canadian History
2001;;Canada joins international military operations after the September 11 attacks.;https://en.wikipedia.org/wiki/Canadian_Forces_in_Afghanistan;Canadian History
2005;;Same-sex marriage becomes legal across Canada.;https://en.wikipedia.org/wiki/Same-sex_marriage_in_Canada;Canadian History
2008;;The Truth and Reconciliation Commission of Canada is established.;https://en.wikipedia.org/wiki/Truth_and_Reconciliation_Commission_of_Canada;Canadian History
2010;;Vancouver hosts the Winter Olympic Games.;https://en.wikipedia.org/wiki/2010_Winter_Olympics;Canadian History
2015;;The Truth and Reconciliation Commission releases its final report.;https://en.wikipedia.org/wiki/Truth_and_Reconciliation_Commission_of_Canada;Canadian History
2018;;Canada legalises recreational cannabis.;https://en.wikipedia.org/wiki/Cannabis_in_Canada;Canadian History
2020;;The COVID-19 pandemic causes major public health and economic disruption in Canada.;https://en.wikipedia.org/wiki/COVID-19_pandemic_in_Canada;Canadian History
2021;;Tk’emlúps te Secwépemc announces findings of possible unmarked graves at Kamloops Indian Residential School.;https://en.wikipedia.org/wiki/Canadian_Indian_residential_school_gravesites;Canadian History
