#date;end_date;event_text;link;category
2 JUN 1780;;The Gordon Riots erupt in London.;https://en.wikipedia.org/wiki/Gordon_Riots;English History
1 JAN 1801;;The United Kingdom of Great Britain and Ireland is formed.;https://en.wikipedia.org/wiki/Acts_of_Union_1800;English History
21 OCT 1805;;Nelson wins the Battle of Trafalgar and dies during the battle.;https://en.wikipedia.org/wiki/Battle_of_Trafalgar;English History
18 JUN 1815;;The Napoleonic Wars end after the Battle of Waterloo.;https://en.wikipedia.org/wiki/Battle_of_Waterloo;English History
16 AUG 1819;;The Peterloo Massacre takes place in Manchester.;https://en.wikipedia.org/wiki/Peterloo_Massacre;English History
27 SEP 1825;;The Stockton and Darlington Railway opens, a milestone in railway transport.;https://en.wikipedia.org/wiki/Stockton_and_Darlington_Railway;English History
7 JUN 1832;;The Great Reform Act expands parliamentary representation.;https://www.parliament.uk/about/living-heritage/evolutionofparliament/houseofcommons/reformacts/overview/reformact1832/;English History
14 AUG 1834;;The Poor Law Amendment Act reforms poor relief.;https://en.wikipedia.org/wiki/Poor_Law_Amendment_Act_1834;English History
20 JUN 1837;;Queen Victoria comes to the throne.;https://en.wikipedia.org/wiki/Queen_Victoria;English History
1 MAY 1840;;The Penny Black, the first adhesive postage stamp, is issued.;https://en.wikipedia.org/wiki/Penny_Black;English History
26 JUN 1846;;The Corn Laws are repealed after a major free trade campaign.;https://en.wikipedia.org/wiki/Corn_Laws;English History
1 MAY 1851;;The Great Exhibition opens at the Crystal Palace in London.;https://en.wikipedia.org/wiki/Great_Exhibition;English History
10 JAN 1863;;The Metropolitan Railway opens in London, the world’s first underground railway.;https://en.wikipedia.org/wiki/Metropolitan_Railway;English History
15 AUG 1867;;The Second Reform Act expands the male electorate.;https://en.wikipedia.org/wiki/Reform_Act_1867;English History
9 AUG 1870;;The Elementary Education Act lays the basis for wider state schooling.;https://en.wikipedia.org/wiki/Elementary_Education_Act_1870;English History
6 DEC 1884;;The Third Reform Act extends voting rights to many rural men.;https://en.wikipedia.org/wiki/Representation_of_the_People_Act_1884;English History
22 JAN 1901;;Queen Victoria dies and Edward VII becomes king.;https://en.wikipedia.org/wiki/Edward_VII;English History
27 APR 1908;;The 1908 London Olympic Games open.;https://en.wikipedia.org/wiki/1908_Summer_Olympics;English History
18 AUG 1911;;The Parliament Act limits the House of Lords’ power to block legislation.;https://en.wikipedia.org/wiki/Parliament_Act_1911;English History
4 AUG 1914;;Britain enters the First World War, affecting English towns, families and industry.;https://en.wikipedia.org/wiki/World_War_I;English History
6 FEB 1918;;The Representation of the People Act gives votes to many women and all men over 21.;https://www.parliament.uk/about/living-heritage/transformingsociety/electionsvoting/womenvote/case-study-the-right-to-vote/the-right-to-vote/birmingham-and-the-equal-franchise/1918-representation-of-the-people-act/;English History
4 MAY 1926;;The General Strike brings much of the country to a halt.;https://en.wikipedia.org/wiki/1926_United_Kingdom_general_strike;English History
2 JUL 1928;;Women gain voting rights on equal terms with men.;https://www.parliament.uk/about/living-heritage/transformingsociety/electionsvoting/womenvote/case-study-the-right-to-vote/the-right-to-vote/birmingham-and-the-equal-franchise/1928-equal-franchise-act/;English History
11 DEC 1936;;Edward VIII abdicates and George VI becomes king.;https://en.wikipedia.org/wiki/Abdication_of_Edward_VIII;English History
3 SEP 1939;;Britain declares war on Germany, bringing mobilisation, evacuation and rationing to England.;https://en.wikipedia.org/wiki/United_Kingdom_home_front_during_World_War_II;English History
7 SEP 1940;;The Blitz causes major damage and loss of life in London and other English cities.;https://en.wikipedia.org/wiki/The_Blitz;English History
5 JUL 1948;;The National Health Service begins operating.;https://en.wikipedia.org/wiki/National_Health_Service;English History
6 FEB 1952;;Elizabeth II becomes queen.;https://en.wikipedia.org/wiki/Elizabeth_II;English History
30 JUL 1966;;England wins the FIFA World Cup at Wembley Stadium.;https://en.wikipedia.org/wiki/1966_FIFA_World_Cup;English History
1 JAN 1973;;The United Kingdom joins the European Economic Community.;https://en.wikipedia.org/wiki/1973_enlargement_of_the_European_Communities;English History
4 MAY 1979;;Margaret Thatcher becomes the United Kingdom’s first female prime minister.;https://en.wikipedia.org/wiki/Margaret_Thatcher;English History
6 MAY 1994;;The Channel Tunnel opens between England and France.;https://en.wikipedia.org/wiki/Channel_Tunnel;English History
1 JUL 1997;;The United Kingdom transfers Hong Kong to China and Tony Blair becomes prime minister.;https://en.wikipedia.org/wiki/1997_United_Kingdom_general_election;English History
7 JUL 2005;;Coordinated terrorist bombings strike London’s transport system.;https://en.wikipedia.org/wiki/7_July_2005_London_bombings;English History
27 JUL 2012;;The London 2012 Olympic Games open.;https://en.wikipedia.org/wiki/2012_Summer_Olympics;English History
23 JUN 2016;;The United Kingdom votes to leave the European Union.;https://en.wikipedia.org/wiki/2016_United_Kingdom_European_Union_membership_referendum;English History
31 JAN 2020;;The United Kingdom leaves the European Union.;https://en.wikipedia.org/wiki/Brexit;English History
8 SEP 2022;;Elizabeth II dies and Charles III becomes king.;https://en.wikipedia.org/wiki/Charles_III;English History
