#date;end_date;event_text;link;category
17 AUG 1585;;The fall of Antwerp drives many merchants and artisans north.;https://en.wikipedia.org/wiki/Fall_of_Antwerp;Netherlands History
20 MAR 1602;;The Dutch East India Company is founded.;https://en.wikipedia.org/wiki/Dutch_East_India_Company;Netherlands History
9 APR 1609;;The Twelve Years Truce begins between Spain and the Dutch Republic.;https://en.wikipedia.org/wiki/Twelve_Years_Truce;Netherlands History
13 NOV 1618;;The Synod of Dort settles major Calvinist disputes.;https://en.wikipedia.org/wiki/Synod_of_Dort;Netherlands History
3 JUN 1621;;The Dutch West India Company is founded.;https://en.wikipedia.org/wiki/Dutch_West_India_Company;Netherlands History
3 FEB 1637;;Tulip mania collapses after speculative trading in tulip bulbs.;https://en.wikipedia.org/wiki/Tulip_mania;Netherlands History
1642;;Rembrandt completes The Night Watch.;https://en.wikipedia.org/wiki/The_Night_Watch;Netherlands History
30 JAN 1648;;The Peace of Münster recognises Dutch independence.;https://en.wikipedia.org/wiki/Peace_of_Münster;Netherlands History
8 JUL 1652;;The Battle of Dover opens the First Anglo-Dutch War over trade and naval power.;https://en.wikipedia.org/wiki/First_Anglo-Dutch_War;Netherlands History
4 MAR 1665;;England declares war, beginning the Second Anglo-Dutch War.;https://en.wikipedia.org/wiki/Second_Anglo-Dutch_War;Netherlands History
1 JAN 1672;;The Rampjaar crisis brings invasion and political upheaval.;https://en.wikipedia.org/wiki/Rampjaar;Netherlands History
13 FEB 1689;;William III becomes king of England, Scotland and Ireland with Mary II.;https://en.wikipedia.org/wiki/William_III_of_England;Netherlands History
8 MAR 1702;;William III dies and the second stadtholderless period begins.;https://en.wikipedia.org/wiki/William_III_of_England;Netherlands History
11 APR 1713;;The Treaty of Utrecht helps end the War of the Spanish Succession.;https://en.wikipedia.org/wiki/Treaty_of_Utrecht;Netherlands History
1747;;William IV becomes hereditary stadtholder of all provinces.;https://en.wikipedia.org/wiki/William_IV,_Prince_of_Orange;Netherlands History
20 DEC 1780;;Britain declares war on the Dutch Republic, beginning the Fourth Anglo-Dutch War.;https://en.wikipedia.org/wiki/Fourth_Anglo-Dutch_War;Netherlands History
19 JAN 1795;;French-backed revolutionaries establish the Batavian Republic.;https://en.wikipedia.org/wiki/Batavian_Republic;Netherlands History
5 JUN 1806;;Napoleon creates the Kingdom of Holland.;https://en.wikipedia.org/wiki/Kingdom_of_Holland;Netherlands History
1810;;The Netherlands is annexed into the French Empire.;https://en.wikipedia.org/wiki/First_French_Empire;Netherlands History
16 MAR 1815;;The Kingdom of the Netherlands is created after the Congress of Vienna.;https://en.wikipedia.org/wiki/United_Kingdom_of_the_Netherlands;Netherlands History
25 AUG 1830;;The Belgian Revolution separates Belgium from the Netherlands.;https://en.wikipedia.org/wiki/Belgian_Revolution;Netherlands History
19 APR 1839;;The Treaty of London recognises Belgian independence.;https://en.wikipedia.org/wiki/Treaty_of_London_(1839);Netherlands History
1848;;Constitutional reform makes the Netherlands a parliamentary democracy.;https://en.wikipedia.org/wiki/Constitution_of_the_Netherlands;Netherlands History
1 JUL 1863;;The Netherlands abolishes slavery in its colonies.;https://en.wikipedia.org/wiki/Slavery_in_the_Dutch_colonial_empire;Netherlands History
1 NOV 1876;;The North Sea Canal opens, improving access to Amsterdam.;https://en.wikipedia.org/wiki/North_Sea_Canal;Netherlands History
1890;;Wilhelmina becomes queen as a child.;https://en.wikipedia.org/wiki/Wilhelmina_of_the_Netherlands;Netherlands History
1914;;The Netherlands remains neutral during the First World War.;https://en.wikipedia.org/wiki/Netherlands_in_World_War_I;Netherlands History
1917;;Constitutional reforms introduce universal male suffrage and school funding compromise.;https://en.wikipedia.org/wiki/Pacification_of_1917;Netherlands History
28 SEP 1919;;Women gain the right to vote in the Netherlands.;https://en.wikipedia.org/wiki/Womens_suffrage_in_the_Netherlands;Netherlands History
28 MAY 1932;;The Afsluitdijk is completed, closing off the Zuiderzee.;https://en.wikipedia.org/wiki/Afsluitdijk;Netherlands History
10 MAY 1940;;Nazi Germany invades the Netherlands, beginning occupation during the Second World War.;https://en.wikipedia.org/wiki/German_occupation_of_the_Netherlands;Netherlands History
1 SEP 1944;;Food shortages in the western Netherlands deepen into the Dutch famine during the final year of occupation.;https://en.wikipedia.org/wiki/Dutch_famine_of_1944–1945;Netherlands History
5 MAY 1945;;The Netherlands is liberated from German occupation.;https://en.wikipedia.org/wiki/Liberation_of_the_Netherlands;Netherlands History
27 DEC 1949;;The Netherlands recognises Indonesian sovereignty.;https://en.wikipedia.org/wiki/Indonesian_National_Revolution;Netherlands History
1 FEB 1953;;The North Sea flood kills more than 1800 people in the Netherlands.;https://en.wikipedia.org/wiki/North_Sea_flood_of_1953;Netherlands History
25 MAR 1957;;The Netherlands signs the Treaty of Rome as a founding EEC member.;https://en.wikipedia.org/wiki/Treaty_of_Rome;Netherlands History
30 APR 1980;;Beatrix becomes queen after Juliana abdicates.;https://en.wikipedia.org/wiki/Beatrix_of_the_Netherlands;Netherlands History
7 FEB 1992;;The Maastricht Treaty is signed in the Netherlands.;https://en.wikipedia.org/wiki/Maastricht_Treaty;Netherlands History
1 JAN 2002;;Euro banknotes and coins enter circulation in the Netherlands.;https://en.wikipedia.org/wiki/Netherlands_and_the_euro;Netherlands History
30 APR 2013;;Willem-Alexander becomes king after Beatrix abdicates.;https://en.wikipedia.org/wiki/Willem-Alexander_of_the_Netherlands;Netherlands History
2020;;The COVID-19 pandemic affects the Netherlands.;https://en.wikipedia.org/wiki/COVID-19_pandemic_in_the_Netherlands;Netherlands History
