#date;end_date;event_text;link;category
1739;;Nader Shah sacks Delhi.;https://en.wikipedia.org/wiki/Nader_Shahs_invasion_of_India;Indian History
23 JUN 1757;;The East India Company wins the Battle of Plassey.;https://en.wikipedia.org/wiki/Battle_of_Plassey;Indian History
1764;;Company forces win the Battle of Buxar.;https://en.wikipedia.org/wiki/Battle_of_Buxar;Indian History
1773;;The Regulating Act increases British parliamentary oversight of the East India Company.;https://en.wikipedia.org/wiki/Regulating_Act_of_1773;Indian History
1799;;Tipu Sultan is killed at Seringapatam.;https://en.wikipedia.org/wiki/Siege_of_Seringapatam_(1799);Indian History
1818;;The Third Anglo-Maratha War ends Maratha power and expands Company rule.;https://en.wikipedia.org/wiki/Third_Anglo-Maratha_War;Indian History
1829;;Sati is banned in Company territories.;https://en.wikipedia.org/wiki/Bengal_Sati_Regulation,_1829;Indian History
1835;;Macaulay’s Minute influences English education policy in India.;https://en.wikipedia.org/wiki/Macaulays_Minute_on_Indian_Education;Indian History
1853;;India’s first passenger railway runs between Bombay and Thane.;https://en.wikipedia.org/wiki/History_of_rail_transport_in_India;Indian History
10 MAY 1857;;The Indian Rebellion begins at Meerut and challenges Company rule.;https://en.wikipedia.org/wiki/Indian_Rebellion_of_1857;Indian History
1 NOV 1858;;The British Crown takes direct control of India from the East India Company.;https://en.wikipedia.org/wiki/Government_of_India_Act_1858;Indian History
1877;;Queen Victoria is proclaimed Empress of India.;https://en.wikipedia.org/wiki/Emperor_of_India;Indian History
28 DEC 1885;;The Indian National Congress is founded.;https://en.wikipedia.org/wiki/Indian_National_Congress;Indian History
16 OCT 1905;;The partition of Bengal fuels nationalist protest.;https://en.wikipedia.org/wiki/Partition_of_Bengal_(1905);Indian History
1906;;The All-India Muslim League is founded.;https://en.wikipedia.org/wiki/All-India_Muslim_League;Indian History
1911;;The capital of British India is moved from Calcutta to Delhi.;https://en.wikipedia.org/wiki/New_Delhi;Indian History
4 AUG 1914;;India enters the First World War as part of the British Empire.;https://en.wikipedia.org/wiki/Indian_Army_during_World_War_I;Indian History
13 APR 1919;;The Jallianwala Bagh massacre occurs in Amritsar.;https://en.wikipedia.org/wiki/Jallianwala_Bagh_massacre;Indian History
4 SEP 1920;;The Indian National Congress approves Gandhi’s Non-Cooperation Movement.;https://en.wikipedia.org/wiki/Non-cooperation_movement;Indian History
1930;;Gandhi leads the Salt March.;https://en.wikipedia.org/wiki/Salt_March;Indian History
1935;;The Government of India Act expands provincial autonomy.;https://en.wikipedia.org/wiki/Government_of_India_Act_1935;Indian History
1942;;The Quit India Movement demands an end to British rule.;https://en.wikipedia.org/wiki/Quit_India_Movement;Indian History
1943;;The Bengal famine causes massive loss of life.;https://en.wikipedia.org/wiki/Bengal_famine_of_1943;Indian History
15 AUG 1947;;India becomes independent and is partitioned into India and Pakistan.;https://en.wikipedia.org/wiki/Partition_of_India;Indian History
26 JAN 1950;;The Constitution of India comes into force and India becomes a republic.;https://en.wikipedia.org/wiki/Constitution_of_India;Indian History
1951;;India begins its First Five-Year Plan.;https://en.wikipedia.org/wiki/Five-Year_Plans_of_India;Indian History
1956;;The States Reorganisation Act redraws state boundaries mainly along linguistic lines.;https://en.wikipedia.org/wiki/States_Reorganisation_Act,_1956;Indian History
1962;;India fights a border war with China.;https://en.wikipedia.org/wiki/Sino-Indian_War;Indian History
1965;;India and Pakistan fight the Indo-Pakistani War of 1965.;https://en.wikipedia.org/wiki/Indo-Pakistani_War_of_1965;Indian History
1971;;India and Pakistan fight a war that leads to the creation of Bangladesh.;https://en.wikipedia.org/wiki/Indo-Pakistani_War_of_1971;Indian History
1974;;India conducts its first nuclear test, code-named Smiling Buddha.;https://en.wikipedia.org/wiki/Smiling_Buddha;Indian History
25 JUN 1975;;Prime Minister Indira Gandhi declares the Emergency, suspending many civil liberties.;https://en.wikipedia.org/wiki/The_Emergency_(India);Indian History
1984;;Operation Blue Star is followed by Indira Gandhi’s assassination and anti-Sikh violence.;https://en.wikipedia.org/wiki/Operation_Blue_Star;Indian History
1991;;Economic liberalisation reforms begin after a balance-of-payments crisis.;https://en.wikipedia.org/wiki/Economic_liberalisation_in_India;Indian History
1992;;The Babri Masjid is demolished in Ayodhya.;https://en.wikipedia.org/wiki/Demolition_of_the_Babri_Masjid;Indian History
1998;;India conducts the Pokhran-II nuclear tests.;https://en.wikipedia.org/wiki/Pokhran-II;Indian History
1999;;The Kargil War is fought between India and Pakistan.;https://en.wikipedia.org/wiki/Kargil_War;Indian History
2001;;A major earthquake strikes Gujarat.;https://en.wikipedia.org/wiki/2001_Gujarat_earthquake;Indian History
2004;;The Indian Ocean tsunami affects India’s eastern and southern coasts.;https://en.wikipedia.org/wiki/2004_Indian_Ocean_earthquake_and_tsunami;Indian History
2008;;Coordinated terrorist attacks strike Mumbai.;https://en.wikipedia.org/wiki/2008_Mumbai_attacks;Indian History
2013;;The Mars Orbiter Mission is launched.;https://en.wikipedia.org/wiki/Mars_Orbiter_Mission;Indian History
2014;;Narendra Modi becomes prime minister.;https://en.wikipedia.org/wiki/Narendra_Modi;Indian History
2016;;India demonetises ₹500 and ₹1000 banknotes.;https://en.wikipedia.org/wiki/2016_Indian_banknote_demonetisation;Indian History
2019;;The constitutional status of Jammu and Kashmir is changed.;https://en.wikipedia.org/wiki/Revocation_of_the_special_status_of_Jammu_and_Kashmir;Indian History
2020;;The COVID-19 pandemic causes major public health and economic disruption in India.;https://en.wikipedia.org/wiki/COVID-19_pandemic_in_India;Indian History
23 AUG 2023;;Chandrayaan-3 lands near the Moon’s south pole region.;https://en.wikipedia.org/wiki/Chandrayaan-3;Indian History
