#date;end_date;event_text;link;category
1660;;The Restoration returns Charles II to power across the kingdoms.;https://en.wikipedia.org/wiki/Restoration_(Scotland);Scottish History
1689;;The Claim of Right confirms limits on royal authority in Scotland.;https://en.wikipedia.org/wiki/Claim_of_Right_Act_1689;Scottish History
1692;;The Massacre of Glencoe takes place in the Highlands.;https://en.wikipedia.org/wiki/Massacre_of_Glencoe;Scottish History
1695;;The Bank of Scotland is founded.;https://en.wikipedia.org/wiki/Bank_of_Scotland;Scottish History
14 JUL 1698;;The first Darien expedition leaves Leith, beginning the scheme that later fails and damages Scotland’s economy.;https://en.wikipedia.org/wiki/Darien_scheme;Scottish History
1 MAY 1707;;The Acts of Union create the Kingdom of Great Britain.;https://en.wikipedia.org/wiki/Acts_of_Union_1707;Scottish History
6 SEP 1715;;The Jacobite rising of 1715 attempts to restore the Stuart line.;https://en.wikipedia.org/wiki/Jacobite_rising_of_1715;Scottish History
19 AUG 1745;;Charles Edward Stuart raises his standard at Glenfinnan, beginning the Jacobite rising of 1745.;https://en.wikipedia.org/wiki/Jacobite_rising_of_1745;Scottish History
16 APR 1746;;The Battle of Culloden ends major Jacobite military resistance.;https://en.wikipedia.org/wiki/Battle_of_Culloden;Scottish History
1759;;Robert Burns is born in Alloway.;https://en.wikipedia.org/wiki/Robert_Burns;Scottish History
1762;;The New Town of Edinburgh is planned, becoming a major Enlightenment project.;https://en.wikipedia.org/wiki/New_Town,_Edinburgh;Scottish History
1768;;The Encyclopaedia Britannica is first published in Edinburgh.;https://en.wikipedia.org/wiki/Encyclopaedia_Britannica;Scottish History
1776;;Adam Smith publishes The Wealth of Nations.;https://en.wikipedia.org/wiki/The_Wealth_of_Nations;Scottish History
1783;;The Royal Society of Edinburgh is founded.;https://en.wikipedia.org/wiki/Royal_Society_of_Edinburgh;Scottish History
1802;;The Edinburgh Review begins publication.;https://en.wikipedia.org/wiki/Edinburgh_Review;Scottish History
1812;;Henry Bell’s Comet begins steamship passenger service on the Clyde.;https://en.wikipedia.org/wiki/PS_Comet;Scottish History
1822;;George IV visits Scotland, the first reigning monarch to do so in generations.;https://en.wikipedia.org/wiki/Visit_of_King_George_IV_to_Scotland;Scottish History
1843;;The Disruption creates the Free Church of Scotland.;https://en.wikipedia.org/wiki/Disruption_of_1843;Scottish History
1846;;The Highland Potato Famine worsens hardship and emigration.;https://en.wikipedia.org/wiki/Highland_Potato_Famine;Scottish History
1859;;The National Gallery of Scotland opens in Edinburgh.;https://en.wikipedia.org/wiki/Scottish_National_Gallery;Scottish History
1872;;The Education Scotland Act makes schooling more widely available.;https://en.wikipedia.org/wiki/Education_(Scotland)_Act_1872;Scottish History
1885;;The Scottish Office is created to administer Scottish affairs.;https://en.wikipedia.org/wiki/Scottish_Office;Scottish History
4 MAR 1890;;The Forth Bridge opens, becoming a major engineering landmark.;https://en.wikipedia.org/wiki/Forth_Bridge;Scottish History
1901;;The Glasgow International Exhibition highlights Scottish industry and culture.;https://en.wikipedia.org/wiki/Glasgow_International_Exhibition_(1901);Scottish History
1914;;Scotland contributes heavily to the First World War through military service, shipbuilding and industry.;https://en.wikipedia.org/wiki/Scotland_during_World_War_I;Scottish History
1915;;The Quintinshill rail disaster becomes Britain’s worst railway accident.;https://en.wikipedia.org/wiki/Quintinshill_rail_disaster;Scottish History
1919;;The Battle of George Square reflects labour unrest in Glasgow.;https://en.wikipedia.org/wiki/Battle_of_George_Square;Scottish History
1930;;The National Party of Scotland helps lay foundations for modern Scottish nationalism.;https://en.wikipedia.org/wiki/National_Party_of_Scotland;Scottish History
1934;;The Scottish National Party is formed.;https://en.wikipedia.org/wiki/Scottish_National_Party;Scottish History
3 SEP 1939;;Britain enters the Second World War, affecting Scotland through bombing, naval bases, shipbuilding and military service.;https://en.wikipedia.org/wiki/Scotland_during_World_War_II;Scottish History
1941;;The Clydebank Blitz causes severe destruction near Glasgow.;https://en.wikipedia.org/wiki/Clydebank_Blitz;Scottish History
1947;;The Edinburgh Festival begins.;https://en.wikipedia.org/wiki/Edinburgh_International_Festival;Scottish History
1964;;The Forth Road Bridge opens.;https://en.wikipedia.org/wiki/Forth_Road_Bridge;Scottish History
1967;;Winnie Ewing wins the Hamilton by-election for the SNP.;https://en.wikipedia.org/wiki/1967_Hamilton_by-election;Scottish History
1975;;North Sea oil begins flowing ashore, reshaping Scotland’s economy.;https://en.wikipedia.org/wiki/North_Sea_oil;Scottish History
1979;;A Scottish devolution referendum fails to meet the required threshold.;https://en.wikipedia.org/wiki/1979_Scottish_devolution_referendum;Scottish History
1988;;The Lockerbie bombing kills 270 people.;https://en.wikipedia.org/wiki/Lockerbie_bombing;Scottish History
1996;;The Stone of Destiny is returned to Scotland.;https://en.wikipedia.org/wiki/Stone_of_Scone;Scottish History
1997;;Scotland votes in favour of a devolved parliament.;https://en.wikipedia.org/wiki/1997_Scottish_devolution_referendum;Scottish History
1999;;The Scottish Parliament opens for the first time since 1707.;https://en.wikipedia.org/wiki/Scottish_Parliament;Scottish History
2004;;The new Scottish Parliament Building opens at Holyrood.;https://en.wikipedia.org/wiki/Scottish_Parliament_Building;Scottish History
2014;;Scotland votes to remain in the United Kingdom in the independence referendum.;https://en.wikipedia.org/wiki/2014_Scottish_independence_referendum;Scottish History
2016;;Scotland votes to remain in the European Union in the UK referendum.;https://en.wikipedia.org/wiki/2016_United_Kingdom_European_Union_membership_referendum;Scottish History
2022;;Elizabeth II dies at Balmoral Castle in Aberdeenshire.;https://en.wikipedia.org/wiki/Death_and_state_funeral_of_Elizabeth_II;Scottish History
