#date;end_date;event_text;link;category
19 APR 1775;;Fighting at Lexington and Concord begins the American Revolutionary War.;https://www.nps.gov/mima/learn/historyculture/the-battles-of-lexington-and-concord.htm;United States History
10 MAY 1775;;The Second Continental Congress convenes in Philadelphia.;https://www.loc.gov/item/today-in-history/may-10/;United States History
4 JUL 1776;;The Declaration of Independence is adopted.;https://www.archives.gov/founding-docs/declaration;United States History
25 DEC 1776;;George Washington crosses the Delaware River before the Battle of Trenton.;https://www.mountvernon.org/george-washington/the-revolutionary-war/crossing-of-the-delaware/;United States History
15 NOV 1777;;The Continental Congress adopts the Articles of Confederation.;https://www.archives.gov/milestone-documents/articles-of-confederation;United States History
6 FEB 1778;;The United States and France sign the Treaty of Alliance.;https://www.archives.gov/milestone-documents/treaty-of-alliance-with-france;United States History
1 MAR 1781;;The Articles of Confederation go into effect.;https://www.archives.gov/milestone-documents/articles-of-confederation;United States History
19 OCT 1781;;British forces surrender at Yorktown, effectively ending major fighting in the Revolutionary War.;https://www.nps.gov/york/learn/historyculture/siege-of-yorktown.htm;United States History
3 SEP 1783;;The Treaty of Paris formally ends the American Revolutionary War.;https://www.archives.gov/milestone-documents/treaty-of-paris;United States History
25 MAY 1787;;The Constitutional Convention opens in Philadelphia.;https://www.archives.gov/founding-docs/constitution;United States History
17 SEP 1787;;Delegates sign the United States Constitution in Philadelphia.;https://www.archives.gov/founding-docs/constitution;United States History
21 JUN 1788;;New Hampshire becomes the ninth state to ratify the Constitution, allowing it to take effect.;https://www.archives.gov/founding-docs/constitution;United States History
30 APR 1789;;George Washington is inaugurated as the first President of the United States.;https://www.senate.gov/artandhistory/history/minute/Washington_Inauguration.htm;United States History
25 SEP 1789;;Congress proposes amendments that become the Bill of Rights.;https://www.archives.gov/founding-docs/bill-of-rights;United States History
15 DEC 1791;;The Bill of Rights is ratified.;https://www.archives.gov/founding-docs/bill-of-rights;United States History
18 SEP 1793;;President Washington lays the cornerstone of the United States Capitol.;https://www.aoc.gov/explore-capitol-campus/buildings-grounds/capitol-building/history;United States History
1794;;The federal government suppresses the Whiskey Rebellion in western Pennsylvania.;https://www.mountvernon.org/george-washington/the-presidency/whiskey-rebellion/;United States History
4 MAR 1797;;John Adams becomes the second President of the United States in the first peaceful transfer of presidential power.;https://www.whitehouse.gov/about-the-white-house/presidents/john-adams/;United States History
24 APR 1800;;Congress establishes the Library of Congress.;https://www.loc.gov/about/history-of-the-library/timeline/;United States History
27 FEB 1801;;The District of Columbia comes under the jurisdiction of the United States Congress.;https://www.archives.gov/milestone-documents/district-of-columbia-compensated-emancipation-act;United States History
30 APR 1803;;The Louisiana Purchase Treaty is signed, doubling the size of the United States.;https://www.archives.gov/milestone-documents/louisiana-purchase-treaty;United States History
14 MAY 1804;;The Lewis and Clark Expedition leaves Camp Dubois to explore the Louisiana Purchase.;https://www.nps.gov/lecl/learn/historyculture/index.htm;United States History
18 JUN 1812;;The United States declares war on Great Britain, beginning the War of 1812.;https://www.loc.gov/item/today-in-history/june-18/;United States History
24 AUG 1814;;British troops burn public buildings in Washington, D.C. during the War of 1812.;https://www.nps.gov/articles/the-burning-of-washington.htm;United States History
8 JAN 1815;;American forces defeat the British at the Battle of New Orleans.;https://www.nps.gov/jela/learn/historyculture/battle-of-new-orleans.htm;United States History
2 MAR 1820;;The Missouri Compromise is enacted, admitting Maine and setting conditions for Missouri’s admission.;https://www.archives.gov/milestone-documents/missouri-compromise;United States History
2 DEC 1823;;President James Monroe announces the Monroe Doctrine.;https://www.archives.gov/milestone-documents/monroe-doctrine;United States History
28 MAY 1830;;President Andrew Jackson signs the Indian Removal Act.;https://www.archives.gov/milestone-documents/indian-removal-act;United States History
21 AUG 1831;;Nat Turner leads a rebellion against slavery in Virginia.;https://www.nps.gov/articles/nat-turner-rebellion.htm;United States History
6 MAR 1836;;The Battle of the Alamo ends during the Texas Revolution.;https://www.nps.gov/articles/000/the-battle-of-the-alamo.htm;United States History
28 DEC 1835;;The Second Seminole War begins in Florida.;https://www.nps.gov/places/second-seminole-war.htm;United States History
26 MAY 1838;;Federal removal of the Cherokee people begins when US troops start rounding up Cherokee families for forced relocation westward on the Trail of Tears.;https://www.nps.gov/trte/learn/historyculture/index.htm;United States History
24 MAY 1844;;Samuel Morse sends the first long-distance telegraph message from Washington to Baltimore.;https://www.loc.gov/item/today-in-history/may-24/;United States History
29 DEC 1845;;Texas is admitted to the United States as the 28th state.;https://www.loc.gov/item/today-in-history/december-29/;United States History
13 MAY 1846;;The United States declares war on Mexico.;https://history.state.gov/milestones/1830-1860/texas-annexation;United States History
24 JAN 1848;;Gold is discovered at Sutter’s Mill in California.;https://www.loc.gov/item/today-in-history/january-24/;United States History
2 FEB 1848;;The Treaty of Guadalupe Hidalgo ends the Mexican-American War.;https://www.archives.gov/milestone-documents/treaty-of-guadalupe-hidalgo;United States History
19 JUL 1848;;The Seneca Falls Convention begins, advancing the women’s rights movement.;https://www.nps.gov/wori/learn/historyculture/the-first-womens-rights-convention.htm;United States History
9 SEP 1850;;California is admitted to the United States as the 31st state.;https://www.loc.gov/item/today-in-history/september-09/;United States History
18 SEP 1850;;The Fugitive Slave Act becomes law as part of the Compromise of 1850.;https://www.archives.gov/milestone-documents/fugitive-slave-act;United States History
20 SEP 1850;;The Compromise of 1850 reshapes the national debate over slavery and expansion.;https://www.archives.gov/milestone-documents/compromise-of-1850;United States History
30 MAY 1854;;The Kansas-Nebraska Act becomes law, intensifying conflict over slavery in the territories.;https://www.archives.gov/milestone-documents/kansas-nebraska-act;United States History
6 MAR 1857;;The Supreme Court issues the Dred Scott decision.;https://www.archives.gov/milestone-documents/dred-scott-v-sandford;United States History
16 OCT 1859;;John Brown’s raid on Harpers Ferry begins.;https://www.nps.gov/hafe/learn/historyculture/john-brown.htm;United States History
6 NOV 1860;;Abraham Lincoln is elected President of the United States.;https://www.loc.gov/item/today-in-history/november-06/;United States History
20 DEC 1860;;South Carolina secedes from the United States.;https://www.nps.gov/articles/000/south-carolina-secession.htm;United States History
12 APR 1861;;Confederate forces fire on Fort Sumter and the American Civil War begins.;https://www.nps.gov/gett/learn/historyculture/civil-war-timeline.htm;United States History
20 MAY 1862;;President Abraham Lincoln signs the Homestead Act.;https://www.archives.gov/milestone-documents/homestead-act;United States History
1 JAN 1863;;President Abraham Lincoln issues the Emancipation Proclamation.;https://www.archives.gov/milestone-documents/emancipation-proclamation;United States History
1 JUL 1863;;The Battle of Gettysburg is fought in Pennsylvania.;https://www.nps.gov/gett/learn/historyculture/civil-war-timeline.htm;United States History
19 NOV 1863;;President Abraham Lincoln delivers the Gettysburg Address.;https://www.archives.gov/milestone-documents/gettysburg-address;United States History
9 APR 1865;;General Robert E. Lee surrenders to General Ulysses S. Grant at Appomattox Court House.;https://www.nps.gov/apco/learn/historyculture/index.htm;United States History
14 APR 1865;;President Abraham Lincoln is shot at Ford’s Theatre.;https://www.fords.org/lincolns-assassination/;United States History
6 DEC 1865;;The 13th Amendment abolishes slavery in the United States.;https://www.archives.gov/milestone-documents/13th-amendment;United States History
9 JUL 1868;;The 14th Amendment is ratified, defining citizenship and equal protection.;https://www.archives.gov/milestone-documents/14th-amendment;United States History
10 MAY 1869;;The first transcontinental railroad is completed at Promontory Summit, Utah.;https://www.nps.gov/gosp/learn/historyculture/index.htm;United States History
3 FEB 1870;;The 15th Amendment is ratified, prohibiting denial of voting rights based on race.;https://www.archives.gov/milestone-documents/15th-amendment;United States History
25 JUN 1876;;The Battle of the Little Bighorn takes place in Montana Territory.;https://www.nps.gov/libi/learn/historyculture/battle-story.htm;United States History
2 JUL 1881;;President James A. Garfield is shot in Washington, D.C.;https://www.nps.gov/jaga/learn/historyculture/assassination.htm;United States History
28 OCT 1886;;The Statue of Liberty is dedicated in New York Harbour.;https://www.nps.gov/stli/learn/historyculture/index.htm;United States History
29 DEC 1890;;U.S. Army soldiers kill Lakota people at Wounded Knee.;https://www.nps.gov/places/wounded-knee-massacre.htm;United States History
1 JAN 1892;;Ellis Island opens as a federal immigration station.;https://www.nps.gov/elis/learn/historyculture/index.htm;United States History
18 MAY 1896;;The Supreme Court issues the Plessy v. Ferguson decision.;https://www.archives.gov/milestone-documents/plessy-v-ferguson;United States History
25 APR 1898;;The United States declares war on Spain.;https://history.state.gov/milestones/1866-1898/spanish-american-war;United States History
12 AUG 1898;;The Spanish-American War armistice is signed.;https://history.state.gov/milestones/1866-1898/spanish-american-war;United States History
14 SEP 1901;;Theodore Roosevelt becomes President after the death of William McKinley.;https://www.nps.gov/thri/learn/historyculture/theodore-roosevelt-inaugural-site.htm;United States History
17 DEC 1903;;The Wright brothers make the first controlled powered airplane flights at Kitty Hawk.;https://airandspace.si.edu/stories/editorial/wright-brothers;United States History
18 APR 1906;;A major earthquake strikes San Francisco.;https://www.usgs.gov/programs/earthquake-hazards/science/1906-san-francisco-earthquake;United States History
30 JUN 1906;;The Pure Food and Drug Act is signed into law.;https://www.fda.gov/about-fda/fda-history/milestones-us-food-and-drug-law-history;United States History
12 FEB 1909;;The National Association for the Advancement of Colored People is founded.;https://naacp.org/about/our-history;United States History
8 APR 1913;;The 17th Amendment establishes direct election of United States senators.;https://www.senate.gov/about/origins-foundations/senate-and-constitution/17th-amendment.htm;United States History
28 JUN 1914;;The assassination of Archduke Franz Ferdinand helps trigger the First World War.;https://www.archives.gov/milestone-documents/zimmermann-telegram;United States History
6 APR 1917;;The United States enters the First World War.;https://www.archives.gov/milestone-documents/zimmermann-telegram;United States History
11 NOV 1918;;The First World War armistice takes effect.;https://www.archives.gov/news/topics/wwi;United States History
16 JAN 1919;;The 18th Amendment is ratified, leading to national Prohibition.;https://www.archives.gov/milestone-documents/18th-amendment;United States History
18 AUG 1920;;The 19th Amendment is ratified, recognising women’s right to vote.;https://www.archives.gov/milestone-documents/19th-amendment;United States History
2 NOV 1920;;KDKA in Pittsburgh makes one of the first commercial radio broadcasts in the United States.;https://www.loc.gov/item/today-in-history/november-02/;United States History
1 JUL 1921;;The Chinese Exclusion Act is extended through the Immigration Act of 1921 era of restrictive quotas.;https://www.archives.gov/milestone-documents/chinese-exclusion-act;United States History
24 OCT 1929;;The Wall Street crash begins with Black Thursday.;https://www.federalreservehistory.org/essays/stock-market-crash-of-1929;United States History
29 OCT 1929;;Black Tuesday marks a deeper collapse of the stock market.;https://www.federalreservehistory.org/essays/stock-market-crash-of-1929;United States History
4 MAR 1933;;Franklin D. Roosevelt is inaugurated during the Great Depression.;https://www.fdrlibrary.org/fdr-first-inaugural-address;United States History
5 DEC 1933;;The 21st Amendment is ratified, ending national Prohibition.;https://www.archives.gov/milestone-documents/21st-amendment;United States History
14 AUG 1935;;President Franklin D. Roosevelt signs the Social Security Act.;https://www.archives.gov/milestone-documents/social-security-act;United States History
7 DEC 1941;;Japan attacks Pearl Harbor and the United States enters the Second World War.;https://www.nps.gov/perl/learn/historyculture/index.htm;United States History
19 FEB 1942;;Executive Order 9066 authorises the forced removal and incarceration of Japanese Americans.;https://www.archives.gov/milestone-documents/executive-order-9066;United States History
6 JUN 1944;;Allied forces land in Normandy on D-Day.;https://www.eisenhowerlibrary.gov/research/online-documents/world-war-ii-d-day-invasion-normandy;United States History
22 JUN 1944;;The Servicemen’s Readjustment Act, known as the GI Bill, is signed into law.;https://www.archives.gov/milestone-documents/servicemens-readjustment-act;United States History
8 MAY 1945;;Victory in Europe Day marks the defeat of Nazi Germany.;https://www.archives.gov/news/topics/wwii;United States History
6 AUG 1945;;The United States drops an atomic bomb on Hiroshima.;https://www.archives.gov/milestone-documents/hiroshima-bombing;United States History
9 AUG 1945;;The United States drops an atomic bomb on Nagasaki.;https://www.archives.gov/milestone-documents/nagasaki-bombing;United States History
2 SEP 1945;;Japan formally surrenders and the Second World War ends.;https://www.archives.gov/milestone-documents/japanese-surrender-documents;United States History
24 OCT 1945;;The United Nations comes into existence.;https://www.un.org/en/about-us/history-of-the-un;United States History
12 MAR 1947;;President Harry Truman asks Congress to support what becomes known as the Truman Doctrine.;https://history.state.gov/milestones/1945-1952/truman-doctrine;United States History
3 APR 1948;;President Harry Truman signs the Economic Cooperation Act, launching the Marshall Plan.;https://history.state.gov/milestones/1945-1952/marshall-plan;United States History
27 JUL 1953;;The Korean War armistice is signed.;https://www.archives.gov/research/military/korean-war;United States History
17 MAY 1954;;The Supreme Court decides Brown v. Board of Education.;https://www.archives.gov/milestone-documents/brown-v-board-of-education;United States History
1 DEC 1955;;Rosa Parks is arrested in Montgomery, Alabama, sparking the bus boycott.;https://www.nps.gov/people/rosa-parks.htm;United States History
29 JUN 1956;;President Dwight Eisenhower signs the Federal-Aid Highway Act.;https://highways.dot.gov/highway-history/interstate-system/50th-anniversary/interstate-highway-system;United States History
4 OCT 1957;;The Soviet launch of Sputnik begins the Space Age and intensifies the U.S. space race.;https://www.nasa.gov/history/sputnik/;United States History
31 JAN 1958;;Explorer 1 becomes the first successful U.S. satellite.;https://www.nasa.gov/history/explorer-1-overview/;United States History
29 JUL 1958;;The National Aeronautics and Space Administration is created.;https://www.nasa.gov/history/the-national-aeronautics-and-space-act/;United States History
1 FEB 1960;;The Greensboro sit-ins begin at a Woolworth’s lunch counter in North Carolina.;https://www.nps.gov/articles/greensboro-sit-ins.htm;United States History
5 MAY 1961;;Alan Shepard becomes the first American in space.;https://www.nasa.gov/history/alan-shepard-first-american-in-space/;United States History
20 FEB 1962;;John Glenn becomes the first American to orbit Earth.;https://www.nasa.gov/history/john-glenn-first-american-to-orbit-earth/;United States History
28 AUG 1963;;The March on Washington for Jobs and Freedom is held.;https://www.nps.gov/articles/march-on-washington.htm;United States History
22 NOV 1963;;President John F. Kennedy is assassinated in Dallas, Texas.;https://www.jfklibrary.org/learn/about-jfk/jfk-in-history/november-22-1963-death-of-the-president;United States History
2 JUL 1964;;President Lyndon Johnson signs the Civil Rights Act of 1964.;https://www.archives.gov/milestone-documents/civil-rights-act;United States History
6 AUG 1965;;President Lyndon Johnson signs the Voting Rights Act of 1965.;https://www.archives.gov/milestone-documents/voting-rights-act;United States History
30 JUL 1965;;Medicare and Medicaid are signed into law.;https://www.cms.gov/about-cms/who-we-are/history;United States History
4 APR 1968;;Martin Luther King Jr. is assassinated in Memphis, Tennessee.;https://www.nps.gov/people/martin-luther-king-jr.htm;United States History
20 JUL 1969;;Apollo 11 astronauts land on the Moon.;https://www.nasa.gov/history/apollo-11-mission-overview/;United States History
22 APR 1970;;The first Earth Day is observed in the United States.;https://www.epa.gov/history/epa-history-earth-day;United States History
1 JUL 1971;;The 26th Amendment lowers the voting age to 18.;https://www.archives.gov/milestone-documents/26th-amendment;United States History
17 JUN 1972;;The Watergate break-in takes place in Washington, D.C.;https://www.nixonlibrary.gov/news/watergate-and-white-house;United States History
9 AUG 1974;;President Richard Nixon resigns from office.;https://www.whitehousehistory.org/president-richard-nixon-resigns;United States History
30 APR 1975;;Saigon falls and the Vietnam War ends.;https://history.state.gov/milestones/1969-1976/ending-vietnam;United States History
4 JUL 1976;;The United States marks the bicentennial of the Declaration of Independence.;https://www.loc.gov/item/today-in-history/july-04/;United States History
28 MAR 1979;;The Three Mile Island nuclear accident begins in Pennsylvania.;https://www.nrc.gov/reading-rm/doc-collections/fact-sheets/3mile-isle.html;United States History
4 NOV 1979;;Iranian militants seize the U.S. embassy in Tehran, beginning the Iran hostage crisis.;https://www.jimmycarterlibrary.gov/research/additional-resources/iran-hostage-crisis;United States History
12 APR 1981;;Space shuttle Columbia launches on STS-1, the first space shuttle mission.;https://www.nasa.gov/mission/sts-1/;United States History
18 JUN 1983;;Sally Ride becomes the first American woman in space.;https://www.nasa.gov/history/sally-ride-first-american-woman-in-space/;United States History
28 JAN 1986;;The space shuttle Challenger is destroyed after launch.;https://www.nasa.gov/history/challenger-sts-51l-accident/;United States History
9 NOV 1989;;The Berlin Wall falls, signalling a major turning point in the Cold War.;https://history.state.gov/milestones/1989-1992/fall-of-communism;United States History
26 JUL 1990;;President George H. W. Bush signs the Americans with Disabilities Act.;https://www.ada.gov/law-and-regs/ada/;United States History
17 JAN 1991;;Operation Desert Storm begins during the Gulf War.;https://www.defense.gov/News/Feature-Stories/story/Article/1728715/desert-storm-a-look-back/;United States History
24 APR 1990;;The Hubble Space Telescope is launched aboard space shuttle Discovery.;https://www.nasa.gov/mission/hubble/;United States History
26 FEB 1993;;A terrorist bombing damages the World Trade Center in New York.;https://www.fbi.gov/history/famous-cases/world-trade-center-bombing-1993;United States History
19 APR 1995;;The Oklahoma City bombing kills 168 people.;https://www.fbi.gov/history/famous-cases/oklahoma-city-bombing;United States History
11 SEP 2001;;Terrorist attacks strike New York City, Washington, D.C. and Pennsylvania.;https://www.911memorial.org/911-faqs;United States History
26 OCT 2001;;The USA PATRIOT Act is signed into law.;https://www.congress.gov/bill/107th-congress/house-bill/3162;United States History
20 MAR 2003;;The Iraq War begins with the U.S.-led invasion of Iraq.;https://history.defense.gov/Multimedia/Photos/igphoto/2001667484/;United States History
29 AUG 2005;;Hurricane Katrina makes landfall on the Gulf Coast.;https://www.weather.gov/mob/katrina;United States History
4 NOV 2008;;Barack Obama is elected President of the United States.;https://www.whitehouse.gov/about-the-white-house/presidents/barack-obama/;United States History
22 MAR 2010;;The Affordable Care Act is signed into law.;https://www.healthcare.gov/glossary/affordable-care-act/;United States History
2 MAY 2011;;U.S. forces kill Osama bin Laden in Pakistan.;https://obamawhitehouse.archives.gov/blog/2011/05/02/osama-bin-laden-dead;United States History
26 JUN 2015;;The Supreme Court decides Obergefell v. Hodges, recognising same-sex marriage nationwide.;https://www.supremecourt.gov/opinions/14pdf/14-556_3204.pdf;United States History
12 JUN 2016;;A mass shooting at Pulse nightclub in Orlando kills 49 people.;https://www.fbi.gov/history/famous-cases/pulse-nightclub-shooting;United States History
20 JAN 2017;;Donald Trump is inaugurated as President of the United States.;https://trumpwhitehouse.archives.gov/briefings-statements/the-inaugural-address/;United States History
13 MAR 2020;;A national emergency is declared in response to COVID-19.;https://trumpwhitehouse.archives.gov/presidential-actions/proclamation-declaring-national-emergency-concerning-novel-coronavirus-disease-covid-19-outbreak/;United States History
6 JAN 2021;;A mob attacks the United States Capitol during the certification of the 2020 presidential election.;https://www.govinfo.gov/app/details/GPO-J6-REPORT;United States History
17 JUN 2021;;Juneteenth National Independence Day becomes a federal holiday.;https://www.whitehouse.gov/briefing-room/legislation/2021/06/17/bill-signed-s-475/;United States History
24 JUN 2022;;The Supreme Court decides Dobbs v. Jackson Women’s Health Organization.;https://www.supremecourt.gov/opinions/21pdf/19-1392_6j37.pdf;United States History
16 AUG 2022;;The Inflation Reduction Act is signed into law.;https://www.whitehouse.gov/cleanenergy/inflation-reduction-act-guidebook/;United States History
8 APR 2024;;A total solar eclipse crosses the United States.;https://science.nasa.gov/eclipses/future-eclipses/eclipse-2024/;United States History
