#date;end_date;event_text;link;category
1926;;The Northern Expedition expands Nationalist control.;https://en.wikipedia.org/wiki/Northern_Expedition;Chinese History
1931;;Japan occupies Manchuria after the Mukden Incident.;https://en.wikipedia.org/wiki/Mukden_Incident;Chinese History
1934;;The Long March becomes a defining event for the Communist movement.;https://en.wikipedia.org/wiki/Long_March;Chinese History
7 JUL 1937;;The Second Sino-Japanese War devastates China.;https://en.wikipedia.org/wiki/Second_Sino-Japanese_War;Chinese History
1937;;The Nanjing Massacre occurs after Japanese forces capture the city.;https://en.wikipedia.org/wiki/Nanjing_Massacre;Chinese History
1945;;Japan surrenders and Taiwan is placed under Chinese administration.;https://en.wikipedia.org/wiki/Retrocession_Day;Chinese History
1946;;The Chinese Civil War resumes between Nationalists and Communists.;https://en.wikipedia.org/wiki/Chinese_Civil_War;Chinese History
1 OCT 1949;;Mao Zedong proclaims the People’s Republic of China.;https://en.wikipedia.org/wiki/Proclamation_of_the_Peoples_Republic_of_China;Chinese History
1950;;China enters the Korean War.;https://en.wikipedia.org/wiki/Chinese_intervention_in_the_Korean_War;Chinese History
1958;;The Great Leap Forward causes economic disruption and famine.;https://en.wikipedia.org/wiki/Great_Leap_Forward;Chinese History
1964;;China tests its first atomic bomb.;https://en.wikipedia.org/wiki/Project_596;Chinese History
1966;;The Cultural Revolution causes major political and social upheaval.;https://en.wikipedia.org/wiki/Cultural_Revolution;Chinese History
1971;;The People’s Republic of China takes China’s seat at the United Nations.;https://en.wikipedia.org/wiki/United_Nations_General_Assembly_Resolution_2758;Chinese History
1972;;US President Richard Nixon visits China.;https://en.wikipedia.org/wiki/1972_visit_by_Richard_Nixon_to_China;Chinese History
1976;;Mao Zedong dies and the Tangshan earthquake kills hundreds of thousands.;https://en.wikipedia.org/wiki/1976_Tangshan_earthquake;Chinese History
1978;;Deng Xiaoping launches reform and opening policies.;https://en.wikipedia.org/wiki/Chinese_economic_reform;Chinese History
1989;;Protests in Tiananmen Square are violently suppressed.;https://en.wikipedia.org/wiki/1989_Tiananmen_Square_protests_and_massacre;Chinese History
1997;;Hong Kong is transferred from Britain to China.;https://en.wikipedia.org/wiki/Handover_of_Hong_Kong;Chinese History
1999;;Macau is transferred from Portugal to China.;https://en.wikipedia.org/wiki/Transfer_of_sovereignty_over_Macau;Chinese History
2001;;China joins the World Trade Organization.;https://en.wikipedia.org/wiki/China_and_the_World_Trade_Organization;Chinese History
2008;;Beijing hosts the Olympic Games.;https://en.wikipedia.org/wiki/2008_Summer_Olympics;Chinese History
2010;;Expo 2010 opens in Shanghai.;https://en.wikipedia.org/wiki/Expo_2010;Chinese History
2013;;The Belt and Road Initiative is announced.;https://en.wikipedia.org/wiki/Belt_and_Road_Initiative;Chinese History
2019;;Large protests take place in Hong Kong.;https://en.wikipedia.org/wiki/2019–2020_Hong_Kong_protests;Chinese History
2020;;The COVID-19 outbreak leads to major public health responses in China and worldwide.;https://en.wikipedia.org/wiki/COVID-19_pandemic_in_mainland_China;Chinese History
2022;;Beijing hosts the Winter Olympic Games.;https://en.wikipedia.org/wiki/2022_Winter_Olympics;Chinese History
