#date;end_date;event_text;link;category
1946;;Italy votes to become a republic.;https://en.wikipedia.org/wiki/1946_Italian_institutional_referendum;Italian History
1948;;The Constitution of the Italian Republic comes into force.;https://en.wikipedia.org/wiki/Constitution_of_Italy;Italian History
1957;;Italy signs the Treaty of Rome as a founding member of the EEC.;https://en.wikipedia.org/wiki/Treaty_of_Rome;Italian History
1960;;Rome hosts the Olympic Games.;https://en.wikipedia.org/wiki/1960_Summer_Olympics;Italian History
1969;;The Piazza Fontana bombing marks the beginning of the Years of Lead.;https://en.wikipedia.org/wiki/Piazza_Fontana_bombing;Italian History
1978;;Aldo Moro is kidnapped and murdered by the Red Brigades.;https://en.wikipedia.org/wiki/Kidnapping_and_murder_of_Aldo_Moro;Italian History
1980;;The Bologna station bombing kills 85 people.;https://en.wikipedia.org/wiki/Bologna_massacre;Italian History
1992;;The Tangentopoli corruption scandal transforms Italian politics.;https://en.wikipedia.org/wiki/Tangentopoli;Italian History
1992;;Mafia attacks kill judges Giovanni Falcone and Paolo Borsellino.;https://en.wikipedia.org/wiki/Giovanni_Falcone;Italian History
1999;;Italy joins the eurozone at its launch.;https://en.wikipedia.org/wiki/Italy_and_the_euro;Italian History
2006;;Italy wins the FIFA World Cup.;https://en.wikipedia.org/wiki/2006_FIFA_World_Cup;Italian History
2020;;Italy becomes an early European centre of the COVID-19 pandemic.;https://en.wikipedia.org/wiki/COVID-19_pandemic_in_Italy;Italian History
