#date;end_date;event_text;link;category
1886;;Mount Tarawera erupts, destroying the Pink and White Terraces and killing more than 100 people.;https://nzhistory.govt.nz/eruption-of-mt-tarawera;New Zealand History
1890;;The Liberal Party rises to power and begins a period of social and land reform.;https://teara.govt.nz/en/liberal-party;New Zealand History
19 SEP 1893;;New Zealand becomes the first self-governing country where women win the right to vote in parliamentary elections.;https://www.women.govt.nz/about-us/history-womens-suffrage-aotearoa-new-zealand;New Zealand History
28 NOV 1893;;Women vote in a New Zealand general election for the first time.;https://nzhistory.govt.nz/politics/womens-suffrage;New Zealand History
1894;;Industrial arbitration law establishes a system for resolving employment disputes.;https://teara.govt.nz/en/unions-and-employee-organisations/page-3;New Zealand History
1898;;Old-age pensions are introduced, becoming a landmark in New Zealand social welfare.;https://teara.govt.nz/en/social-security/page-1;New Zealand History
1899;;New Zealand troops leave to fight in the South African War, also known as the Boer War.;https://nzhistory.govt.nz/war/south-african-boer-war/introduction;New Zealand History
26 SEP 1907;;New Zealand becomes a Dominion within the British Empire.;https://nzhistory.govt.nz/politics/dominion-day;New Zealand History
1911;;The population of New Zealand reaches about one million.;https://teara.govt.nz/en/population-change/page-3;New Zealand History
1912;;The Waihi miners' strike becomes one of the most serious industrial disputes in New Zealand history.;https://nzhistory.govt.nz/waihi-strike;New Zealand History
5 AUG 1914;;New Zealand enters the First World War after Britain declares war on Germany.;https://nzhistory.govt.nz/war/first-world-war-overview;New Zealand History
29 AUG 1914;;New Zealand forces occupy German Samoa during the First World War.;https://nzhistory.govt.nz/war/capture-of-samoa;New Zealand History
25 APR 1915;;New Zealand and Australian troops land at Gallipoli.;https://nzhistory.govt.nz/war/the-gallipoli-campaign/introduction;New Zealand History
7 JUN 1917;;The New Zealand Division captures Messines in Belgium during the First World War.;https://nzhistory.govt.nz/war/battle-of-messines;New Zealand History
12 OCT 1917;;New Zealand suffers its worst military disaster at Passchendaele.;https://nzhistory.govt.nz/media/photo/passchendaele-casualties;New Zealand History
11 NOV 1918;;The First World War armistice is signed, ending the fighting on the Western Front.;https://nzhistory.govt.nz/war/first-world-war-overview;New Zealand History
1918;;The influenza pandemic reaches New Zealand and kills thousands of people.;https://nzhistory.govt.nz/culture/influenza-pandemic-1918;New Zealand History
25 APR 1916;;The first Anzac Day commemorations are held in New Zealand.;https://nzhistory.govt.nz/war/first-anzac-days;New Zealand History
1920;;New Zealand joins the League of Nations after the First World War.;https://nzhistory.govt.nz/war/league-of-nations;New Zealand History
1926;;The Balfour Declaration recognises the autonomy of Dominions including New Zealand.;https://nzhistory.govt.nz/politics/statute-of-westminster;New Zealand History
3 FEB 1931;;The Hawke's Bay earthquake devastates Napier and Hastings.;https://nzhistory.govt.nz/culture/hawkes-bay-earthquake;New Zealand History
1935;;The first Labour government is elected and begins major welfare and housing reforms.;https://teara.govt.nz/en/labour-party/page-2;New Zealand History
1936;;The state housing programme begins to expand under the Labour government.;https://teara.govt.nz/en/photograph/32439/first-state-house;New Zealand History
1938;;The Social Security Act creates a more comprehensive welfare system.;https://teara.govt.nz/en/social-security/page-2;New Zealand History
3 SEP 1939;;New Zealand enters the Second World War after Britain declares war on Germany.;https://nzhistory.govt.nz/war/second-world-war;New Zealand History
5 JAN 1940;;The First Echelon of the Second New Zealand Expeditionary Force leaves for overseas service.;https://nzhistory.govt.nz/war/second-world-war;New Zealand History
20 MAY 1941;;New Zealand troops take part in the Battle for Crete.;https://nzhistory.govt.nz/war/the-battle-for-crete;New Zealand History
27 NOV 1943;;New Zealand troops suffer heavy casualties in the Italian campaign, including the battles around Cassino.;https://nzhistory.govt.nz/war/italian-campaign;New Zealand History
8 MAY 1945;;Victory in Europe is celebrated as the war in Europe ends.;https://nzhistory.govt.nz/war/second-world-war;New Zealand History
15 AUG 1945;;Victory over Japan brings the Second World War to an end for New Zealand.;https://nzhistory.govt.nz/war/second-world-war;New Zealand History
26 JUN 1945;;New Zealand signs the United Nations Charter.;https://nzhistory.govt.nz/war/creation-united-nations;New Zealand History
1947;;New Zealand adopts the Statute of Westminster, confirming greater legislative independence.;https://nzhistory.govt.nz/politics/statute-of-westminster;New Zealand History
1951;;The waterfront dispute becomes one of New Zealand's largest and most bitter industrial conflicts.;https://nzhistory.govt.nz/culture/1951-waterfront-dispute;New Zealand History
24 DEC 1953;;The Tangiwai railway disaster kills 151 people on Christmas Eve.;https://nzhistory.govt.nz/culture/tangiwai-railway-disaster;New Zealand History
1954;;New Zealand joins the South East Asia Treaty Organisation during the Cold War.;https://teara.govt.nz/en/defence-policy/page-5;New Zealand History
1957;;New Zealand's last death sentence is carried out, ahead of the abolition of capital punishment for murder.;https://nzhistory.govt.nz/culture/the-death-penalty;New Zealand History
1960;;Regular television broadcasting begins in New Zealand.;https://nzhistory.govt.nz/culture/television-history;New Zealand History
1965;;New Zealand combat troops are sent to the Vietnam War.;https://nzhistory.govt.nz/war/vietnam-war;New Zealand History
10 APR 1968;;The inter-island ferry Wahine sinks in Wellington Harbour during a storm.;https://nzhistory.govt.nz/culture/wahine-disaster;New Zealand History
1969;;The voting age is lowered from 21 to 20.;https://www3.parliament.nz/timeline/index.html?lang=en;New Zealand History
1972;;The voting age is lowered to 18.;https://www3.parliament.nz/timeline/index.html?lang=en;New Zealand History
14 SEP 1972;;The Māori language petition is presented to Parliament, helping drive the revival of te reo Māori.;https://nzhistory.govt.nz/culture/maori-language-week/history-of-maori-language-week;New Zealand History
1973;;Britain joins the European Economic Community, forcing New Zealand to diversify its trade relationships.;https://teara.govt.nz/en/britain/page-5;New Zealand History
1974;;New Zealand introduces a domestic purposes benefit, changing support for sole parents.;https://teara.govt.nz/en/social-security/page-4;New Zealand History
1975;;Dame Whina Cooper leads the Māori Land March to Parliament.;https://nzhistory.govt.nz/culture/maori-land-march;New Zealand History
1975;;The Waitangi Tribunal is established to investigate breaches of the Treaty of Waitangi.;https://nzhistory.govt.nz/politics/treaty/the-treaty-in-brief;New Zealand History
1976;;The Accident Compensation Corporation begins operating, introducing a no-fault accident compensation system.;https://teara.govt.nz/en/accidents/page-5;New Zealand History
28 NOV 1979;;Air New Zealand Flight TE901 crashes into Mount Erebus in Antarctica.;https://nzhistory.govt.nz/culture/erebus-disaster;New Zealand History
1981;;The Springbok rugby tour divides New Zealand and sparks major protests over apartheid.;https://nzhistory.govt.nz/culture/1981-springbok-tour;New Zealand History
1984;;The Fourth Labour Government is elected and begins sweeping economic reforms.;https://teara.govt.nz/en/economic-history/page-11;New Zealand History
10 JUL 1985;;French agents bomb the Greenpeace ship Rainbow Warrior in Auckland Harbour.;https://nzhistory.govt.nz/culture/rainbow-warrior;New Zealand History
1986;;The Homosexual Law Reform Act decriminalises sex between men aged 16 and over.;https://nzhistory.govt.nz/culture/homosexual-law-reform;New Zealand History
1987;;The Māori Language Act makes te reo Māori an official language of New Zealand.;https://nzhistory.govt.nz/culture/maori-language-week/history-of-maori-language-week;New Zealand History
8 JUN 1987;;New Zealand becomes nuclear-free through the New Zealand Nuclear Free Zone, Disarmament, and Arms Control Act.;https://nzhistory.govt.nz/politics/nuclear-free-new-zealand;New Zealand History
1989;;Major local government reforms reshape councils and regional authorities.;https://teara.govt.nz/en/local-and-regional-government/page-3;New Zealand History
1990;;The sesquicentennial of the Treaty of Waitangi prompts reflection on national identity and Treaty relationships.;https://nzhistory.govt.nz/politics/treaty/the-treaty-in-brief;New Zealand History
1991;;The Resource Management Act becomes New Zealand's central environmental planning law.;https://environment.govt.nz/acts-and-regulations/acts/resource-management-act-1991/;New Zealand History
1993;;New Zealand votes to adopt Mixed Member Proportional representation.;https://nzhistory.govt.nz/politics/fpp-to-mmp;New Zealand History
12 OCT 1996;;New Zealand holds its first general election under the MMP voting system.;https://nzhistory.govt.nz/keyword/voting;New Zealand History
1997;;Jenny Shipley becomes New Zealand's first woman Prime Minister.;https://nzhistory.govt.nz/people/jenny-shipley;New Zealand History
1999;;Helen Clark becomes Prime Minister after the general election.;https://nzhistory.govt.nz/people/helen-clark;New Zealand History
2004;;The Foreshore and Seabed Act becomes a major national debate over Māori customary rights and the coast.;https://nzhistory.govt.nz/politics/foreshore-and-seabed;New Zealand History
2008;;John Key becomes Prime Minister after the general election.;https://nzhistory.govt.nz/people/john-key;New Zealand History
4 SEP 2010;;A major earthquake strikes Canterbury and begins a period of severe seismic disruption.;https://nzhistory.govt.nz/culture/canterbury-earthquake-2010;New Zealand History
22 FEB 2011;;The Christchurch earthquake kills 185 people and causes major destruction in the city.;https://nzhistory.govt.nz/culture/christchurch-earthquake-2011;New Zealand History
2011;;The Rugby World Cup is hosted in New Zealand and the All Blacks win the tournament.;https://nzhistory.govt.nz/culture/rugby-world-cup-2011;New Zealand History
2013;;The Marriage Amendment Act legalises same-sex marriage in New Zealand.;https://nzhistory.govt.nz/marriage-equality-law-passed;New Zealand History
2015;;A national flag referendum process begins, prompting debate about symbols of national identity.;https://nzhistory.govt.nz/culture/nz-flag;New Zealand History
14 NOV 2016;;The Kaikōura earthquake damages transport links and reshapes parts of the coast.;https://nzhistory.govt.nz/culture/kaikoura-earthquake;New Zealand History
2017;;Jacinda Ardern becomes Prime Minister after the general election.;https://nzhistory.govt.nz/people/jacinda-ardern;New Zealand History
15 MAR 2019;;A terrorist attack on two Christchurch mosques kills 51 people.;https://nzhistory.govt.nz/culture/christchurch-mosque-attacks;New Zealand History
25 MAR 2020;;New Zealand enters a nationwide COVID-19 lockdown under Alert Level 4.;https://covid19.govt.nz/about-our-covid-19-response/history-of-the-covid-19-alert-system/;New Zealand History
17 OCT 2020;;The Labour Party wins a majority in the general election held during the COVID-19 pandemic.;https://elections.nz/democracy-in-nz/historical-events/2020-general-election/;New Zealand History
24 JUN 2022;;Matariki is celebrated as a national public holiday for the first time.;https://nzhistory.govt.nz/culture/matariki-public-holiday;New Zealand History
2022;;Te Pae Mahara, the Māori Crown Relations framework, continues to shape Treaty settlement and Crown engagement work.;https://www.tearawhiti.govt.nz/te-kahui-whakamana/;New Zealand History
JAN 2023;;Severe flooding affects Auckland and other parts of the North Island.;https://nzhistory.govt.nz/page/auckland-floods;New Zealand History
FEB 2023;;Cyclone Gabrielle causes widespread damage across the North Island and becomes one of New Zealand's costliest natural disasters.;https://nzhistory.govt.nz/page/cyclone-gabrielle;New Zealand History
14 OCT 2023;;New Zealand holds a general election that leads to a change of government.;https://www.electionresults.govt.nz/electionresults_2023/;New Zealand History
27 NOV 2023;;Christopher Luxon becomes Prime Minister following the 2023 general election.;https://www.beehive.govt.nz/release/new-ministers-sworn;New Zealand History
